date,Implied_Risk_Aversion
2006-08-11,181.70371909227745
2006-08-14,161.10311389458118
2006-08-15,170.08740033013288
2006-08-16,194.3413305981132
2006-08-17,209.24755471944675
2006-08-18,208.873107992664
2006-08-21,216.724798399377
2006-08-22,226.82361072843347
2006-08-23,210.73026464248827
2006-08-24,217.78751223578774
2006-08-25,225.61541992956197
2006-08-28,221.42526012566964
2006-08-29,233.03823839079013
2006-08-30,244.9906004457228
2006-08-31,250.46204866155088
2006-09-01,232.05676744530365
2006-09-05,223.4671623344317
2006-09-06,223.05151689732742
2006-09-07,202.79533061567935
2006-09-08,183.0996864273586
2006-09-11,190.67402634125034
2006-09-12,180.969314255994
2006-09-13,196.12358466533843
2006-09-14,204.13327949529304
2006-09-15,193.69869811903342
2006-09-18,197.40797802569008
2006-09-19,198.74048160070112
2006-09-20,203.40357465661117
2006-09-21,218.10113423731158
2006-09-22,221.3554850350534
2006-09-25,229.1021046920663
2006-09-26,235.21417794414046
2006-09-27,236.9655691356535
2006-09-28,236.42457223297262
2006-09-29,234.61879077098138
2006-10-02,224.74905533041843
2006-10-03,225.9668809996302
2006-10-04,214.61203074492704
2006-10-05,229.3417686887783
2006-10-06,228.94724695266362
2006-10-09,216.41499746739373
2006-10-10,222.09599578247114
2006-10-11,224.23323538686105
2006-10-12,224.80120446995429
2006-10-13,242.1340683254293
2006-10-16,246.5318054488181
2006-10-17,235.72734371431258
2006-10-18,237.64234566360776
2006-10-19,239.1582164041759
2006-10-20,250.93165350104366
2006-10-23,268.6714712754925
2006-10-24,267.35751213099746
2006-10-25,250.0614162007739
2006-10-26,250.56541303998029
2006-10-27,258.32466381998654
2006-10-30,255.08880489990364
2006-10-31,259.44653213723626
2006-11-01,242.00480172203848
2006-11-02,243.64884526566658
2006-11-03,230.97987979574683
2006-11-06,229.5251425840703
2006-11-07,260.1312345850387
2006-11-08,258.72702296375104
2006-11-09,257.0434421794183
2006-11-10,254.9036592097548
2006-11-13,256.8280286871446
2006-11-14,244.93740859005626
2006-11-15,265.7612741750745
2006-11-16,269.77919782076583
2006-11-17,273.1692070329732
2006-11-20,261.3329167106077
2006-11-21,249.50405403123318
2006-11-22,255.3787321131305
2006-11-24,257.857368991579
2006-11-27,250.60364936445404
2006-11-28,246.94205378003787
2006-11-29,249.70003724908221
2006-11-30,253.86885133900503
2006-12-01,261.7526632289403
2006-12-04,245.52323196956314
2006-12-05,244.6301824163318
2006-12-06,240.5053109517302
2006-12-07,244.61684074866002
2006-12-08,258.51449069073055
2006-12-11,244.48964310019232
2006-12-12,241.92512649743227
2006-12-13,244.07262136350792
2006-12-14,248.71460615715378
2006-12-15,248.9115283057051
2006-12-18,255.95854727318698
2006-12-19,258.28913093179807
2006-12-20,264.9281531076119
2006-12-21,254.90185244409767
2006-12-22,257.16727697732756
2006-12-26,249.14352153422305
2006-12-27,264.58162565877
2006-12-28,267.9232706698028
2006-12-29,265.4118412818957
2007-01-03,257.3081191699607
2007-01-04,266.1833243618205
2007-01-05,240.03927872583952
2007-01-08,218.37936976448134
2007-01-09,219.75274178811244
2007-01-10,213.6360928956523
2007-01-11,210.86844908973197
2007-01-12,226.35530634155464
2007-01-16,225.73901349764063
2007-01-17,236.36224119804115
2007-01-18,234.9661692837105
2007-01-19,235.1096156290926
2007-01-22,255.61807312053475
2007-01-23,237.72627417423618
2007-01-24,262.4113324865488
2007-01-25,238.86605407071534
2007-01-26,233.1838305240944
2007-01-29,232.3152697697446
2007-01-30,228.68727857778043
2007-01-31,242.25291352476742
2007-02-01,256.1881045439244
2007-02-02,251.47130110559962
2007-02-05,255.05227600775967
2007-02-06,260.3082335159961
2007-02-07,274.00788973824734
2007-02-08,282.53590282560464
2007-02-09,273.9214351868918
2007-02-12,263.8002651819236
2007-02-13,255.47228018434558
2007-02-14,251.84932716668598
2007-02-15,279.5808592297218
2007-02-16,277.9910659775661
2007-02-20,298.93864564631144
2007-02-21,283.33818562645956
2007-02-22,264.89998742921887
2007-02-23,262.34652451756557
2007-02-26,257.9632183371431
2007-02-27,261.59475562979543
2007-02-28,186.1621707681293
2007-03-01,200.43733093522906
2007-03-02,198.22996818087114
2007-03-05,186.89198118721566
2007-03-06,162.46713932332017
2007-03-07,180.79600216862377
2007-03-08,196.0205835481195
2007-03-09,217.4447163020732
2007-03-12,209.63618048312156
2007-03-13,226.84356227561298
2007-03-14,196.20267510623086
2007-03-15,183.36882108511833
2007-03-16,169.37446488040115
2007-03-19,174.56473449831316
2007-03-20,182.1684448478603
2007-03-21,189.79804649541535
2007-03-22,203.73929819251256
2007-03-23,210.5419106198791
2007-03-26,208.60990657991755
2007-03-27,224.41565937732767
2007-03-28,211.87824178022137
2007-03-29,198.15439298665348
2007-03-30,218.13459926091366
2007-04-02,202.63545258081794
2007-04-03,200.14803119852542
2007-04-04,206.71549149737243
2007-04-05,206.90592901821952
2007-04-09,202.67765790830325
2007-04-10,189.23894598113972
2007-04-11,200.0083277403817
2007-04-12,206.7044400954306
2007-04-13,218.0306682752741
2007-04-16,230.88554055330445
2007-04-17,239.95380677795163
2007-04-18,236.81508074049128
2007-04-19,230.7270149490275
2007-04-20,219.67459824154795
2007-04-23,221.75886232757338
2007-04-24,233.93744303467236
2007-04-25,230.06855704394593
2007-04-26,229.02930630632542
2007-04-27,235.7724062408222
2007-04-30,228.38980632274254
2007-05-01,215.5128791206872
2007-05-02,199.74274646547346
2007-05-03,212.9064717659165
2007-05-04,191.87402390567706
2007-05-07,212.88952556062674
2007-05-08,204.5410842421383
2007-05-09,178.8719848937325
2007-05-10,176.48206067311236
2007-05-11,155.3598204777711
2007-05-14,166.33280678069755
2007-05-15,172.57861230302214
2007-05-16,172.55361731411764
2007-05-17,196.00165799837734
2007-05-18,177.91520541105973
2007-05-21,238.34844051327553
2007-05-22,243.81159970718275
2007-05-23,236.69998926607903
2007-05-24,270.8310796479068
2007-05-25,253.14891855771725
2007-05-29,271.7172147255659
2007-05-30,260.1737409520898
2007-05-31,257.7125508945617
2007-06-01,277.9257516314242
2007-06-04,274.1572719984389
2007-06-05,269.8708138632101
2007-06-06,252.2409570053434
2007-06-07,254.91549174821915
2007-06-08,218.68505575468453
2007-06-11,252.87894075850912
2007-06-12,273.3001195805974
2007-06-13,250.03566075378052
2007-06-14,282.8800736746287
2007-06-15,340.2854139455318
2007-06-18,335.6173611413169
2007-06-19,306.3457657120645
2007-06-20,342.1219690268321
2007-06-21,329.11725555301985
2007-06-22,326.00872734271803
2007-06-25,304.49488267642676
2007-06-26,297.55385180845786
2007-06-27,290.23865393810865
2007-06-28,307.4908226786334
2007-06-29,326.26176734859223
2007-07-02,328.4136406092526
2007-07-03,316.53006792688933
2007-07-05,309.86735448830177
2007-07-06,290.8725848052586
2007-07-09,321.3302475603509
2007-07-10,310.6679883022206
2007-07-11,325.61692514246215
2007-07-12,324.31454747286347
2007-07-13,335.8063948198067
2007-07-16,347.49197274475387
2007-07-17,384.5103317461474
2007-07-18,374.31257258128153
2007-07-19,378.6782771200889
2007-07-20,385.9099126437652
2007-07-23,358.8298597471182
2007-07-24,343.95327264192775
2007-07-25,320.1180525895452
2007-07-26,290.9620920278403
2007-07-27,230.35642031929348
2007-07-30,210.430677600714
2007-07-31,237.9372894464237
2007-08-01,220.19836503471535
2007-08-02,213.8227530042414
2007-08-03,221.82798768029343
2007-08-06,203.78973791094953
2007-08-07,228.66788713064363
2007-08-08,221.57033924064828
2007-08-09,248.80803228807696
2007-08-10,241.38209522167787
2007-08-13,178.12228650290814
2007-08-14,181.0414981065915
2007-08-15,168.4532233479726
2007-08-16,146.89205316897036
2007-08-17,119.50611564051643
2007-08-20,126.87937875338243
2007-08-21,131.36499874775637
2007-08-22,132.42689212990308
2007-08-23,151.50493376215135
2007-08-24,159.73871084334715
2007-08-27,182.4008192381258
2007-08-28,179.34948042650174
2007-08-29,153.24499173152262
2007-08-30,162.81323128085023
2007-08-31,138.39582739996828
2007-09-04,149.5071733948074
2007-09-05,166.1818080392855
2007-09-06,147.3612627948195
2007-09-07,147.3612627948195
2007-09-10,155.0823454570328
2007-09-11,167.97511541667126
2007-09-12,174.42912334679124
2007-09-13,186.7206298451394
2007-09-14,182.83151948864906
2007-09-17,172.11213688843145
2007-09-18,170.41165676050207
2007-09-19,194.8503127302083
2007-09-20,194.47127986424218
2007-09-21,196.43855962056514
2007-09-24,187.07329865990428
2007-09-25,178.91519650811864
2007-09-26,177.55624422254832
2007-09-27,172.16567593201404
2007-09-28,170.04846478244434
2007-10-01,178.19118756239416
2007-10-02,189.2643795085573
2007-10-03,194.6083308739337
2007-10-04,187.41463072718787
2007-10-05,191.47992756425438
2007-10-08,184.96410649043796
2007-10-09,172.98669308742296
2007-10-10,195.68819302833685
2007-10-11,192.82028168759035
2007-10-12,195.3610603186693
2007-10-15,196.71607914650292
2007-10-16,184.92140044482926
2007-10-17,169.80833649792163
2007-10-18,180.80920502738138
2007-10-19,203.22723672909484
2007-10-22,171.0829581906746
2007-10-23,147.4518196532327
2007-10-24,157.0824545971752
2007-10-25,154.05751860914023
2007-10-26,164.88462655325293
2007-10-29,166.97606570899455
2007-10-30,157.58452862555137
2007-10-31,153.90171156172846
2007-11-01,168.97587755709216
2007-11-02,147.30368251276553
2007-11-05,146.79524784906343
2007-11-06,133.30619871936477
2007-11-07,152.06837196204268
2007-11-08,119.2103056191198
2007-11-09,121.4714303127426
2007-11-12,98.8524420501839
2007-11-13,88.63264524833701
2007-11-14,108.26131361515809
2007-11-15,116.48570725785936
2007-11-16,107.82398887616125
2007-11-19,103.29899820188659
2007-11-20,68.50293773085185
2007-11-21,83.83972831851857
2007-11-23,59.458420791862956
2007-11-26,77.41558559113712
2007-11-27,55.317370071261
2007-11-28,78.94356281080685
2007-11-29,104.86770761622878
2007-11-30,102.77815720071814
2007-12-03,96.72091659695113
2007-12-04,89.39787611823107
2007-12-05,92.45106775589707
2007-12-06,91.12205784461229
2007-12-07,93.46835011666485
2007-12-10,94.37944944158002
2007-12-11,99.20058160973667
2007-12-12,87.54883338314421
2007-12-13,88.92674867916655
2007-12-14,66.90102732858918
2007-12-17,42.17104946437406
2007-12-18,27.509605988508465
2007-12-19,34.93049103280227
2007-12-20,22.200640227485337
2007-12-21,11.590045470254378
2007-12-24,30.314064997160017
2007-12-26,28.20006231805764
2007-12-27,39.21169664179715
2007-12-28,41.3860094047368
2007-12-31,46.1392189703016
2008-01-02,36.26658254070699
2008-01-03,36.27657945872664
2008-01-04,34.533757747438756
2008-01-07,16.137156036516373
2008-01-08,18.283348623188672
2008-01-09,29.467748776355027
2008-01-10,37.15104697096971
2008-01-11,46.898373552201086
2008-01-14,25.695231512507952
2008-01-15,29.90054430397348
2008-01-16,4.935481459800107
2008-01-17,-15.89932074292472
2008-01-18,-25.698007120391377
2008-01-22,-28.317716615426768
2008-01-23,-34.93820747106354
2008-01-24,-34.026550641967056
2008-01-25,-16.65903721094764
2008-01-28,-26.82391366863382
2008-01-29,-16.609108090052263
2008-01-30,-12.039444481166603
2008-01-31,-15.549011519854435
2008-02-01,-15.182372118784157
2008-02-04,-7.181586654264078
2008-02-05,-19.423441366570188
2008-02-06,-50.52610944844096
2008-02-07,-52.32258032261694
2008-02-08,-55.95716128396552
2008-02-11,-54.10735962909632
2008-02-12,-55.48560409647481
2008-02-13,-41.65946241980137
2008-02-14,-41.450989334684245
2008-02-15,-48.38538191134522
2008-02-19,-56.625583973827574
2008-02-20,-58.49413001766808
2008-02-21,-57.149005465250994
2008-02-22,-43.50116615916999
2008-02-25,-38.54954697819923
2008-02-26,-27.668580508136944
2008-02-27,-11.985605318012507
2008-02-28,33.26997167368615
2008-02-29,25.958324438751365
2008-03-03,20.872531738227057
2008-03-04,16.509188568948804
2008-03-05,22.137322683648346
2008-03-06,8.981276736817545
2008-03-07,0.2925080393805456
2008-03-10,-12.644097825876372
2008-03-11,-13.307872634665134
2008-03-12,-6.271400319035269
2008-03-13,8.933985128395815
2008-03-14,21.89896486967724
2008-03-17,9.608965982189984
2008-03-18,-7.063625229935545
2008-03-19,0.6354671936272114
2008-03-20,-23.29271983732709
2008-03-24,-31.357105695288197
2008-03-25,-18.987197422204417
2008-03-26,-11.611057541650062
2008-03-27,-5.078183983603296
2008-03-28,-0.8262167354323992
2008-03-31,6.041060937966619
2008-04-01,6.80262021880599
2008-04-02,26.24098394903521
2008-04-03,23.777919262088165
2008-04-04,17.160035997409867
2008-04-07,21.52144455956248
2008-04-08,11.037642084585189
2008-04-09,11.104684570269733
2008-04-10,-2.6221070007961274
2008-04-11,-6.598897762638049
2008-04-14,-16.954049217837394
2008-04-15,-25.452332300967903
2008-04-16,-27.97751911715095
2008-04-17,-12.599272471042811
2008-04-18,-34.600258629776036
2008-04-21,-22.432123029509178
2008-04-22,-25.989878376446224
2008-04-23,-29.37354684515406
2008-04-24,-36.00808438576884
2008-04-25,-43.917734759061005
2008-04-28,-36.747837430477176
2008-04-29,-33.095616944639055
2008-04-30,-36.381488961512616
2008-05-01,-31.657867681292327
2008-05-02,-31.264237635717926
2008-05-05,-28.219779376188185
2008-05-06,-35.434442040144
2008-05-07,-36.722199256972445
2008-05-08,-35.59406178998161
2008-05-09,-32.225887495558716
2008-05-12,-25.55507302691017
2008-05-13,-30.73056854606467
2008-05-14,-31.247511185913094
2008-05-15,-29.89365433357447
2008-05-16,-21.823442882288486
2008-05-19,-10.299578248898438
2008-05-20,-20.06894894841797
2008-05-21,-14.9170036009415
2008-05-22,-16.96216197639883
2008-05-23,-17.140822806720696
2008-05-27,-16.09089655830801
2008-05-28,-26.03931344143067
2008-05-29,-23.85822888717854
2008-05-30,-31.205863280443623
2008-06-02,-31.66671680002702
2008-06-03,-29.227981886641043
2008-06-04,-31.98850510520798
2008-06-05,-34.408177587163635
2008-06-06,-8.874426271081493
2008-06-09,-3.339942202997571
2008-06-10,-23.03339703637203
2008-06-11,-27.4941017314984
2008-06-12,-24.44793828627094
2008-06-13,-30.29460887083507
2008-06-16,-36.13510844374268
2008-06-17,-42.791703328990494
2008-06-18,-41.79075809400397
2008-06-19,-42.8110146892556
2008-06-20,-39.762301992980575
2008-06-23,-48.74723934454461
2008-06-24,-56.254736166553805
2008-06-25,-48.993096493861316
2008-06-26,-49.07337854611387
2008-06-27,-64.1017980278888
2008-06-30,-65.41358828880367
2008-07-01,-71.69134862458293
2008-07-02,-84.58250331216331
2008-07-03,-91.32654234762624
2008-07-07,-94.32932444178891
2008-07-08,-103.0946294426029
2008-07-09,-100.90772112730333
2008-07-10,-102.16613766444259
2008-07-11,-100.17796462224966
2008-07-14,-117.34874190400775
2008-07-15,-116.22168709910765
2008-07-16,-122.75310433211254
2008-07-17,-108.48218349620191
2008-07-18,-93.47931090284956
2008-07-21,-96.52399406346437
2008-07-22,-89.45550611752665
2008-07-23,-78.28516969096685
2008-07-24,-70.37763043556515
2008-07-25,-67.54334800187482
2008-07-28,-48.72583494060489
2008-07-29,-53.07938405301068
2008-07-30,-60.280233337526965
2008-07-31,-56.349463856166366
2008-08-01,-59.010793918216585
2008-08-04,-64.62895836922448
2008-08-05,-51.727431058220084
2008-08-06,-51.07602209941676
2008-08-07,-53.724807005550964
2008-08-08,-76.6469672954882
2008-08-11,-64.5989070616935
2008-08-12,-46.2879900616855
2008-08-13,-49.772899830981075
2008-08-14,-42.29154490200762
2008-08-15,-40.549943693964345
2008-08-18,-40.8933199687564
2008-08-19,-58.31178510058693
2008-08-20,-65.68505860310592
2008-08-21,-68.0849515061539
2008-08-22,-85.56496058042269
2008-08-25,-82.17946681852963
2008-08-26,-100.20119823647336
2008-08-27,-96.26378666221582
2008-08-28,-78.92645367617948
2008-08-29,-81.66119771464979
2008-09-02,-79.24370020908718
2008-09-03,-85.82460555245387
2008-09-04,-91.78426037408664
2008-09-05,-104.49982656349205
2008-09-08,-105.42306081365516
2008-09-09,-98.96510137979105
2008-09-10,-107.64565389268496
2008-09-11,-113.39048307865798
2008-09-12,-118.0347948927989
2008-09-15,-114.65523749068156
2008-09-16,-127.15947989075055
2008-09-17,-128.0420584253273
2008-09-18,-160.37966388548466
2008-09-19,-138.8320949002123
2008-09-22,-99.37511568893818
2008-09-23,-115.88994206970786
2008-09-24,-124.1683794470216
2008-09-25,-125.83468532371333
2008-09-26,-110.72490709559264
2008-09-29,-120.93479650340295
2008-09-30,-153.1335327616607
2008-10-01,-136.8171822555981
2008-10-02,-134.77258438532795
2008-10-03,-141.3018417626626
2008-10-06,-147.71243305382825
2008-10-07,-166.03832461562868
2008-10-08,-178.2944673596253
2008-10-09,-189.8820212325976
2008-10-10,-204.8346736995437
2008-10-13,-208.0909379702891
2008-10-14,-129.59904387885808
2008-10-15,-133.933549709324
2008-10-16,-144.63868188767452
2008-10-17,-121.86604191523195
2008-10-20,-123.62652064919374
2008-10-21,-110.76688472935216
2008-10-22,-116.99131331441988
2008-10-23,-135.69176878343706
2008-10-24,-122.92758010727668
2008-10-27,-132.9442493635616
2008-10-28,-146.46683964237585
2008-10-29,-114.60611433572774
2008-10-30,-103.08859750337817
2008-10-31,-107.45721056634969
2008-11-03,-96.40575428558591
2008-11-04,-98.61807007066984
2008-11-05,-81.31680371845387
2008-11-06,-98.94901022618434
2008-11-07,-104.31024474738753
2008-11-10,-95.6709846324003
2008-11-11,-93.10764851999632
2008-11-12,-95.69251127904876
2008-11-13,-111.67328791400305
2008-11-14,-94.24063607485864
2008-11-17,-100.11462552449856
2008-11-18,-107.56960143603213
2008-11-19,-99.08279752612805
2008-11-20,-112.20445348853367
2008-11-21,-117.96896764607031
2008-11-24,-114.8603920668571
2008-11-25,-98.98639576395762
2008-11-26,-99.7875757680601
2008-11-28,-101.83809750015108
2008-12-01,-95.94806146612696
2008-12-02,-106.54962309455951
2008-12-03,-95.00125364815037
2008-12-04,-94.745345124247
2008-12-05,-95.53755073985667
2008-12-08,-96.72827848427356
2008-12-09,-88.50000388116487
2008-12-10,-91.60156563944525
2008-12-11,-86.46063265208878
2008-12-12,-91.32624972342784
2008-12-15,-85.57336104971121
2008-12-16,-83.06223008400639
2008-12-17,-68.52774154711763
2008-12-18,-63.65099658605206
2008-12-19,-67.41092837107789
2008-12-22,-68.5704837727468
2008-12-23,-68.36767636209314
2008-12-24,-70.553991344443
2008-12-26,-69.02392577973991
2008-12-29,-68.0765797308083
2008-12-30,-66.30866291589732
2008-12-31,-59.186563029186956
2009-01-02,-57.81903842785185
2009-01-05,-58.54282752125575
2009-01-06,-58.12878735437524
2009-01-07,-56.72368894451453
2009-01-08,-59.70140919587721
2009-01-09,-58.74645074677884
2009-01-12,-65.99730777909609
2009-01-13,-66.27537489767262
2009-01-14,-70.08309805112563
2009-01-15,-70.76285993938137
2009-01-16,-64.68058664207567
2009-01-20,-61.453142974126855
2009-01-21,-71.8600493339275
2009-01-22,-62.416110801771296
2009-01-23,-67.30237060190869
2009-01-26,-72.1337011031987
2009-01-27,-66.35947765735489
2009-01-28,-66.88997410027036
2009-01-29,-66.42213305540602
2009-01-30,-73.15733341201503
2009-02-02,-73.5462956959706
2009-02-03,-78.89175276533027
2009-02-04,-73.66463050162169
2009-02-05,-70.5082374891718
2009-02-06,-71.71192816803493
2009-02-09,-69.5624431628256
2009-02-10,-68.56208058251073
2009-02-11,-70.65411395710426
2009-02-12,-71.40918283051954
2009-02-13,-71.45941898721748
2009-02-17,-73.06721284073345
2009-02-18,-78.44193099473985
2009-02-19,-79.05614728699524
2009-02-20,-78.60131928338329
2009-02-23,-80.03825420686715
2009-02-24,-87.93844636236118
2009-02-25,-85.25540665154035
2009-02-26,-93.24938580987893
2009-02-27,-95.66152397851393
2009-03-02,-96.48442418686412
2009-03-03,-101.90263998796907
2009-03-04,-100.67461115580495
2009-03-05,-95.89381143841764
2009-03-06,-99.16086009964518
2009-03-09,-99.53934094350892
2009-03-10,-99.80298591085092
2009-03-11,-88.33682165681387
2009-03-12,-89.41360198934376
2009-03-13,-88.1497913566188
2009-03-16,-90.17630795342356
2009-03-17,-86.85820899936857
2009-03-18,-80.95307143699787
2009-03-19,-78.67025495859218
2009-03-20,-75.63202717810981
2009-03-23,-78.63974208534749
2009-03-24,-69.49299953772108
2009-03-25,-76.15768576752548
2009-03-26,-73.5162212747258
2009-03-27,-73.28105687218215
2009-03-30,-77.91032336654266
2009-03-31,-83.03618804795634
2009-04-01,-79.66419266014792
2009-04-02,-76.45343493343756
2009-04-03,-73.1391767248082
2009-04-06,-73.7563171398584
2009-04-07,-76.14972804394938
2009-04-08,-77.68784228446201
2009-04-09,-74.74518216744961
2009-04-13,-70.67024534840321
2009-04-14,-66.52674493749241
2009-04-15,-68.14834906440807
2009-04-16,-67.28906866197867
2009-04-17,-69.17781316585452
2009-04-20,-67.12412668633576
2009-04-21,-74.84823457470225
2009-04-22,-72.31057612544635
2009-04-23,-73.77288188329749
2009-04-24,-67.90025687355043
2009-04-27,-65.12074924051768
2009-04-28,-67.86613520306754
2009-04-29,-68.41207542717352
2009-04-30,-64.50166628024819
2009-05-01,-65.0511817203205
2009-05-04,-61.85921226378694
2009-05-05,-58.310729872541856
2009-05-06,-60.19813793796753
2009-05-07,-58.031487536895604
2009-05-08,-57.0266682209968
2009-05-11,-52.40068192219195
2009-05-12,-54.200473250039806
2009-05-13,-53.92959971758874
2009-05-14,-57.13400375187314
2009-05-15,-53.43012828547148
2009-05-18,-58.79489827799657
2009-05-19,-54.663999779767025
2009-05-20,-53.04113886924778
2009-05-21,-52.95396378102547
2009-05-22,-53.32025284300563
2009-05-26,-52.69287791851622
2009-05-27,-50.080026748126805
2009-05-28,-51.732976982085326
2009-05-29,-51.1793421014452
2009-06-01,-47.58774466389797
2009-06-02,-45.11430927991631
2009-06-03,-46.391317586261955
2009-06-04,-47.853248081978165
2009-06-05,-45.546968472868464
2009-06-08,-51.41925276903891
2009-06-09,-48.63945417866863
2009-06-10,-46.17919488959843
2009-06-11,-43.90560237008008
2009-06-12,-40.902978579560546
2009-06-15,-39.56783557375683
2009-06-16,-44.33753618471442
2009-06-17,-46.56314096079629
2009-06-18,-46.05528589611794
2009-06-19,-45.96118556517436
2009-06-22,-43.49587372791056
2009-06-23,-44.77846124253823
2009-06-24,-41.310507311792236
2009-06-25,-44.15955451140357
2009-06-26,-42.47284119030697
2009-06-29,-39.08028514823354
2009-06-30,-37.86429633958455
2009-07-01,-39.182533264190575
2009-07-02,-36.639032287123406
2009-07-06,-38.12294719247113
2009-07-07,-36.833244951393006
2009-07-08,-38.80523407568393
2009-07-09,-39.661873480264425
2009-07-10,-36.7011869904995
2009-07-13,-39.51424152446394
2009-07-14,-35.52058510441971
2009-07-15,-35.279683283189854
2009-07-16,-29.822036552408186
2009-07-17,-29.788121466151434
2009-07-20,-31.299680690373208
2009-07-21,-29.65567356736996
2009-07-22,-30.247825386032265
2009-07-23,-30.958492958649302
2009-07-24,-29.3895816183982
2009-07-27,-28.28717417788882
2009-07-28,-27.078545621829
2009-07-29,-26.042466862507965
2009-07-30,-29.389902460112598
2009-07-31,-28.65401491022935
2009-08-03,-24.722991307992856
2009-08-04,-20.89711045395752
2009-08-05,-23.510149636237532
2009-08-06,-24.952159523390016
2009-08-07,-25.418496870197444
2009-08-10,-23.605335827507155
2009-08-11,-25.48812492839171
2009-08-12,-24.74724506207295
2009-08-13,-23.130971481937905
2009-08-14,-20.865907560376176
2009-08-17,-19.897071245190183
2009-08-18,-23.461403534519647
2009-08-19,-21.057097621308035
2009-08-20,-17.210804106263623
2009-08-21,-15.19554642701725
2009-08-24,-12.673870218246194
2009-08-25,-12.686902780979775
2009-08-26,-10.836018895791472
2009-08-27,-12.28407712192929
2009-08-28,-11.770526369533677
2009-08-31,-13.959286851688077
2009-09-01,-12.552832577925184
2009-09-02,-15.881144478477188
2009-09-03,-17.179196232931265
2009-09-04,-12.872331062089433
2009-09-08,-11.2518931935354
2009-09-09,-8.432704952566674
2009-09-10,-5.384317926077973
2009-09-11,-4.280348410382404
2009-09-14,-4.395889743536579
2009-09-15,-4.359405393562873
2009-09-16,-1.016823883259372
2009-09-17,2.0448953225951048
2009-09-18,3.923042909687609
2009-09-21,0.18230537372165254
2009-09-22,-6.389489965659744
2009-09-23,-1.985936340135575
2009-09-24,-0.7225148157303192
2009-09-25,-2.056382067830905
2009-09-28,-6.284814929343998
2009-09-29,-3.3395047823949495
2009-09-30,8.285155390361759
