,Q,Omega
2006-03-13,0.00598609873368843,0.004634121176603951
2006-03-14,0.007038083479644867,0.0045205641794200686
2006-03-15,0.007412162294451039,0.004575967382379444
2006-03-16,0.007699002538813243,0.004560390667837044
2006-03-17,0.007525784304310177,0.0045534335348421185
2006-03-20,0.007542594624502767,0.0045541945850732235
2006-03-21,0.006998417435348204,0.00445698902841997
2006-03-22,0.007252036617638082,0.00436420667810293
2006-03-23,0.007093893308317204,0.004346688964774251
2006-03-24,0.00672120908020803,0.004418852026411492
2006-03-27,0.007255110891062821,0.004385178423877128
2006-03-28,0.007406228202370301,0.004371762937616953
2006-03-29,0.007102010764449034,0.004413289941333649
2006-03-30,0.007568085316412319,0.004432458543891771
2006-03-31,0.00782501829412281,0.004455610081919873
2006-04-03,0.007683807278740757,0.004453090804621469
2006-04-04,0.007863695875037248,0.004440846371152853
2006-04-05,0.008577854892398882,0.0045059527142255204
2006-04-06,0.008684148004186116,0.0045156871488242585
2006-04-07,0.008570886560847693,0.00452143825838656
2006-04-10,0.008058500690087471,0.004571433169117167
2006-04-11,0.007496246966398207,0.004549452199275468
2006-04-12,0.007138894994119792,0.0045669396757002535
2006-04-13,0.007118850123845945,0.004567274550782427
2006-04-17,0.006806086064440461,0.004532832386797716
2006-04-18,0.007520009605031794,0.00460037797502118
2006-04-19,0.007614241976168383,0.004616645079630821
2006-04-20,0.008357913715295175,0.004596512363301452
2006-04-21,0.007225881880363943,0.004521247679889008
2006-04-24,0.0074341551130816825,0.004524828424420558
2006-04-25,0.008310888715661898,0.004487103521516877
2006-04-26,0.00799279705273189,0.004517262429567033
2006-04-27,0.008045948905911147,0.0045205020773609016
2006-04-28,0.008108590463710852,0.004525777534133779
2006-05-01,0.007985387788731835,0.00449076252907375
2006-05-02,0.007892868694790476,0.0045031535393202805
2006-05-03,0.00793306178401416,0.004512262645051893
2006-05-04,0.007271209784015933,0.00453409250752808
2006-05-05,0.007378488198822024,0.004551202612827388
2006-05-08,0.007910162702743997,0.004562568872578534
2006-05-09,0.00818124518214478,0.0045625731111322
2006-05-10,0.008412632487016541,0.004574599497330307
2006-05-11,0.008183195996710548,0.004552507527948849
2006-05-12,0.007966027627991997,0.004572327853780122
2006-05-15,0.007249219389162638,0.004536557908125651
2006-05-16,0.006890282683735937,0.004611314023514596
2006-05-17,0.007242400042770821,0.004609875918507709
2006-05-18,0.006219608797852452,0.005063630892635144
2006-05-19,0.005783443672763356,0.005129360694717022
2006-05-22,0.0063496773728883215,0.005081908005615654
2006-05-23,0.005851597239601908,0.0052334879611216426
2006-05-24,0.00577811378569103,0.005223411087836572
2006-05-25,0.005832417250847795,0.005211744468533594
2006-05-26,0.006460479346237274,0.005240522116850748
2006-05-30,0.00649139325759621,0.005243646374819054
2006-05-31,0.006257167078995876,0.005288908874514808
2006-06-01,0.006579846225632151,0.0053023760134668614
2006-06-02,0.006809381920461176,0.005290108140483121
2006-06-05,0.006719212746659347,0.005256660990216817
2006-06-06,0.0055169361778408255,0.005351251690670648
2006-06-07,0.00542468224982332,0.005354640559589238
2006-06-08,0.004630262383866603,0.005389319495395427
2006-06-09,0.003718528056850106,0.005592146942906238
2006-06-12,0.003927315859126305,0.005589001406233024
2006-06-13,0.003073093022351902,0.005715696412611848
2006-06-14,0.0023701606253473894,0.00598719382076149
2006-06-15,0.00319399157569924,0.006086751525647011
2006-06-16,0.004574172921475845,0.0067339687627570345
2006-06-19,0.004049400648860727,0.006858395242682669
2006-06-20,0.003665602883698818,0.00684038882886144
2006-06-21,0.004039011723648801,0.006808301214117774
2006-06-22,0.004565163277363383,0.006860651820670691
2006-06-23,0.004491431591020097,0.006862726622707977
2006-06-26,0.004607021900627584,0.006851406812209639
2006-06-27,0.004501206913612517,0.00685919175357485
2006-06-28,0.004007974310388957,0.006899108590300887
2006-06-29,0.0043640151526547575,0.0069401863064567915
2006-06-30,0.005281274919744337,0.007230620608197492
2006-07-03,0.005198563348354292,0.007222241983201126
2006-07-05,0.005800352125771192,0.007295355153441334
2006-07-06,0.004895972262374867,0.007336551347417903
2006-07-07,0.0055743218794248334,0.0073585551065682795
2006-07-10,0.00495382850299713,0.00741030087100761
2006-07-11,0.005019140904780054,0.00741410011034109
2006-07-12,0.005193516314363434,0.007408756851179264
2006-07-13,0.004906567082047319,0.007450672619978452
2006-07-14,0.004391969093121471,0.007560563265011484
2006-07-17,0.00465147273902576,0.00753393300245066
2006-07-18,0.004536882575572962,0.007559624715627112
2006-07-19,0.004276954068138688,0.007531906942199959
2006-07-20,0.005041481407579035,0.007551180900108603
2006-07-21,0.0050672192869654015,0.007551261607537675
2006-07-24,0.005189979245756182,0.007556423060534359
2006-07-25,0.0059553933196483805,0.00751297580279733
2006-07-26,0.006122005582895437,0.007520051882222758
2006-07-27,0.005862324625883216,0.007460553194897942
2006-07-28,0.005490508415042541,0.007443740694548935
2006-07-31,0.006181096285308948,0.0075824500680544155
2006-08-01,0.006275829100084082,0.007584606213055988
2006-08-02,0.006274158792378805,0.007584847746599847
2006-08-03,0.005923122687962394,0.007523304065357128
2006-08-04,0.00559741959689315,0.007547679546170114
2006-08-07,0.005162943811599487,0.007442649283668577
2006-08-08,0.00495966174186394,0.007453955179344291
2006-08-09,0.005282037831070965,0.0073785934489028
2006-08-10,0.005310993969061443,0.007381876164835887
2006-08-11,0.005158800783730611,0.007391404666096224
2006-08-14,0.0049118191695058525,0.007416164394125026
2006-08-15,0.004959951615977415,0.007420072489717662
2006-08-16,0.00550535110971611,0.0076012389135230165
2006-08-17,0.006382480412092749,0.0075415263471919295
2006-08-18,0.006369370562956938,0.007541844950258583
2006-08-21,0.006416781078564089,0.007535971764463553
2006-08-22,0.006090318328709177,0.007486815139724276
2006-08-23,0.0053403057512846994,0.007452871223429344
2006-08-24,0.005168257234216927,0.007460728164286636
2006-08-25,0.004983189581710774,0.007447186724233068
2006-08-28,0.004980010879256592,0.007447172172919214
2006-08-29,0.0054469515915440735,0.007441226371999864
2006-08-30,0.00586883007856695,0.007481604780009905
2006-08-31,0.005810751542275944,0.0074812079971625835
2006-09-01,0.006033107807615536,0.007452268903051326
2006-09-05,0.005601342396048891,0.007365500090025979
2006-09-06,0.005394072001055649,0.007356179970462339
2006-09-07,0.004767465435731113,0.007376463881269373
2006-09-08,0.004360268720562887,0.007457599458941211
2006-09-11,0.0048025788980195295,0.007433456507287722
2006-09-12,0.004445574058190772,0.007430359508487087
2006-09-13,0.004380521984466549,0.007420409411284683
2006-09-14,0.004297004314740246,0.0074159177398519195
2006-09-15,0.004057021077652376,0.007436486418646761
2006-09-18,0.004024656591450172,0.007436252946452275
2006-09-19,0.004828845768538766,0.007396713561687707
2006-09-20,0.004627077134117784,0.0074075336402831165
2006-09-21,0.005205387291558145,0.007468048946912817
2006-09-22,0.005540281762379682,0.0074549044862865736
2006-09-25,0.005531431757566191,0.007454709392225714
2006-09-26,0.005721716726169193,0.007460204607746892
2006-09-27,0.006305820553021532,0.0074170553907571
2006-09-28,0.006200243483230787,0.007414748214203896
2006-09-29,0.006156903586726032,0.007414315154011786
2006-10-02,0.00573003600404157,0.007396873397912105
2006-10-03,0.0058586604020101135,0.007387211314459881
2006-10-04,0.004630790151594855,0.006973578570944016
2006-10-05,0.0044095467462118305,0.006929315679720458
2006-10-06,0.004724484176497076,0.006929914960201911
2006-10-09,0.00411406709533557,0.006942245373395956
2006-10-10,0.004280270922114271,0.006939985161956679
2006-10-11,0.0045571996086167885,0.0069129505915584985
2006-10-12,0.004093634043420524,0.0068694359603331135
2006-10-13,0.004699527163455086,0.006869362475017379
2006-10-16,0.004295890737693605,0.006864267557084939
2006-10-17,0.004328034070066729,0.006862197618472319
2006-10-18,0.004427475234383734,0.0068422497217811695
2006-10-19,0.004255406102860286,0.0068282332920037115
2006-10-20,0.005143422780049633,0.006851722770379619
2006-10-23,0.004526032559394168,0.006709827709552234
2006-10-24,0.004592279360284949,0.006706528059321424
2006-10-25,0.004613229454213029,0.0067044815348612195
2006-10-26,0.00471437139204012,0.006718898593399225
2006-10-27,0.005166584304911963,0.006734291015880933
2006-10-30,0.005216336726078866,0.006730201254984336
2006-10-31,0.004918894886530219,0.006720896492940285
2006-11-01,0.0047932824567094075,0.006729805553109492
2006-11-02,0.005100571227222223,0.006720158463211724
2006-11-03,0.005312826211976551,0.006717049233793159
2006-11-06,0.005529942810239134,0.0066974488154756566
2006-11-07,0.0060570408660373335,0.006755988049829812
2006-11-08,0.0059577649190049875,0.00674595570351
2006-11-09,0.005823351681182601,0.006747456283811742
2006-11-10,0.00546112819060908,0.006732872318686761
2006-11-13,0.00609356343330686,0.006679728086592319
2006-11-14,0.0058021812525252585,0.006679087512135511
2006-11-15,0.006215482384705278,0.0066402490738593
2006-11-16,0.006067542475045075,0.0066243647009603
2006-11-17,0.005908093646901609,0.0066288303702822385
2006-11-20,0.005568615815353152,0.006600290071343245
2006-11-21,0.005466029917757157,0.0065970862567948695
2006-11-22,0.005875925591541663,0.006599430587112199
2006-11-24,0.006340120286418157,0.006619875829531064
2006-11-27,0.006252062259309945,0.006629305062001104
2006-11-28,0.0060675424750450775,0.006659263098109748
2006-11-29,0.005764523285924306,0.006624820110043523
2006-11-30,0.005704857006172465,0.00661695390483661
2006-12-01,0.005626466364673724,0.006619639473583921
2006-12-04,0.0057766349177774245,0.006606332386764107
2006-12-05,0.006422321818606918,0.006536238184896271
2006-12-06,0.0064792987640148675,0.006538776210603032
2006-12-07,0.006816042312967814,0.006502677044239456
2006-12-08,0.0065237841590821,0.006459227355916205
2006-12-11,0.005915228479118653,0.006442963935572775
2006-12-12,0.005657845806836441,0.006394603794014792
2006-12-13,0.005795137383880449,0.006405511524919892
2006-12-14,0.00592950410653613,0.006410084274894313
2006-12-15,0.0058621656176051145,0.006407709750846011
2006-12-18,0.005522604400472688,0.006435848062693852
2006-12-19,0.006078773218942443,0.006370566375855664
2006-12-20,0.006058341369258583,0.006369331509005126
2006-12-21,0.006061576648069842,0.006368353323345513
2006-12-22,0.006009666915436074,0.006363923554536298
2006-12-26,0.005788288896552397,0.006387256003524326
2006-12-27,0.006193852835332448,0.006345925927208339
2006-12-28,0.006095512346826288,0.006330601152446662
2006-12-29,0.005766656673153742,0.006306249325544825
2007-01-03,0.005792443926128652,0.0063059742259043575
2007-01-04,0.005893480581222015,0.006308280003257447
2007-01-05,0.005304259457130739,0.006227430868827789
2007-01-08,0.004822959029373818,0.006232308496449312
2007-01-09,0.004827023891624485,0.006232017554758546
2007-01-10,0.005292083269762548,0.006184833793883379
2007-01-11,0.005305551444305592,0.006183237724915452
2007-01-12,0.005701978389087297,0.00617080470854148
2007-01-16,0.006088830599042367,0.006208661237795825
2007-01-17,0.0060411899035713555,0.006208456880194006
2007-01-18,0.005688615668014471,0.0061352144395964365
2007-01-19,0.005219295669598707,0.0061041234488385734
2007-01-22,0.0050754839370086525,0.006080696111908174
2007-01-23,0.005210521764715313,0.006050211475766347
2007-01-24,0.005387332168441323,0.006074932103301483
2007-01-25,0.00485789027426081,0.006037612226565758
2007-01-26,0.004888326878676045,0.00603240441702153
2007-01-29,0.0045469537488282835,0.006037674559042931
2007-01-30,0.0044283909772346135,0.006028330967795141
2007-01-31,0.004241435327789675,0.0059904703637159926
2007-02-01,0.004759245877314554,0.005993220831315993
2007-02-02,0.004398030898000964,0.0059424859251201185
2007-02-05,0.004819882368278795,0.005902066886277372
2007-02-06,0.004426641294650964,0.0058698724397189045
2007-02-07,0.0044090255647126625,0.005866583345416637
2007-02-08,0.0042308885413290575,0.005859468860657987
2007-02-09,0.0037108274479688745,0.005870536286578017
2007-02-12,0.003558805903960402,0.005871125513466597
2007-02-13,0.0036193960540983595,0.005863601734123391
2007-02-14,0.004011396975459456,0.005849506965335944
2007-02-15,0.004860919475207639,0.005805410500936751
2007-02-16,0.004784018169339458,0.005798790750248589
2007-02-20,0.0062515128909792625,0.0053502494259263615
2007-02-21,0.006508415154134094,0.005297334740301763
2007-02-22,0.005919240624413901,0.005351063291730699
2007-02-23,0.006889451887513398,0.005193011030438846
2007-02-26,0.006668084474004973,0.005183020917547268
2007-02-27,0.0068989629117563065,0.005152555674320805
2007-02-28,0.004784950884077435,0.006001045361605005
2007-03-01,0.004968709712773827,0.006032451782871006
2007-03-02,0.00516148960347161,0.005993594202391816
2007-03-05,0.004865896420959341,0.005977517525912106
2007-03-06,0.004314822180811732,0.0060567098820636395
2007-03-07,0.004440725862706878,0.006105728174974367
2007-03-08,0.005475423176902034,0.005975857741908039
2007-03-09,0.005752642962503831,0.005981012276742527
2007-03-12,0.006021872755849345,0.00592587610285953
2007-03-13,0.007075584092941132,0.005728598876004587
2007-03-14,0.00641694840190367,0.0058340252039530615
2007-03-15,0.006992745460758916,0.005694385365600733
2007-03-16,0.007929060056953985,0.005384489843441311
2007-03-19,0.00758210407908288,0.00529816795211372
2007-03-20,0.0063851418929297835,0.004682567495793653
2007-03-21,0.007429884287884197,0.0045900355770467
2007-03-22,0.008143657760934899,0.0046856066043064245
2007-03-23,0.007832959590042344,0.00471053029017899
2007-03-26,0.007456132659133588,0.004660086183492933
2007-03-27,0.007515690937219317,0.004657593447337291
2007-03-28,0.0073803747481393615,0.004672901929575923
2007-03-29,0.007086937340459243,0.004732333511646115
2007-03-30,0.007773556859686874,0.0047098539771199596
2007-04-02,0.007184067260252401,0.004689541660700791
2007-04-03,0.006397904927192201,0.0044144720754344755
2007-04-04,0.006476448777504031,0.004422029667321384
2007-04-05,0.00596971203426542,0.004347108167591179
2007-04-09,0.006838859338276413,0.00429535177814075
2007-04-10,0.0062158294789264055,0.004267317076172599
2007-04-11,0.006916753772121839,0.004222953520235676
2007-04-12,0.006584010051666822,0.004232308725661435
2007-04-13,0.006723851064902616,0.004240585202941019
2007-04-16,0.007284952846023245,0.004201516868783979
2007-04-17,0.008201982548711627,0.004107933986398251
2007-04-18,0.008176897589103537,0.004109028337886858
2007-04-19,0.00887126148959025,0.00406605403713559
2007-04-20,0.008774127094105603,0.004067525177513555
2007-04-23,0.008782023881013767,0.004069460086394959
2007-04-24,0.008676224208927184,0.004072923814467142
2007-04-25,0.008555537363778988,0.004069117266147887
2007-04-26,0.008603211283903657,0.0040776444613708955
2007-04-27,0.008344681405705092,0.0040758408758505065
2007-04-30,0.007986931090566607,0.004062972431926003
2007-05-01,0.007861832992681481,0.004076961447376347
2007-05-02,0.007044625267170413,0.003948245558891581
2007-05-03,0.0071236992020411866,0.003953974362361391
2007-05-04,0.00706005319680849,0.003964597543421715
2007-05-07,0.007242970215622539,0.003986777304247532
2007-05-08,0.007557034626880757,0.003960526878682278
2007-05-09,0.006881603388460799,0.004027308537666772
2007-05-10,0.0071446951546330845,0.004015783083322237
2007-05-11,0.006926383446468453,0.004061299969790626
2007-05-14,0.007188795557355655,0.0041126339573086205
2007-05-15,0.007319063497377513,0.004102777335669833
2007-05-16,0.007345942217773703,0.004098101437164179
2007-05-17,0.007397320167168195,0.0041034156060731014
2007-05-18,0.006184887939129183,0.003950620107910302
2007-05-21,0.006200135979417315,0.003953673780323437
2007-05-22,0.005915368598591567,0.003985888270164818
2007-05-23,0.006014086368584566,0.003978144783862282
2007-05-24,0.006054314469272228,0.003980757452389414
2007-05-25,0.006029358686743402,0.003985486859249816
2007-05-29,0.006410633383518159,0.003990959161773319
2007-05-30,0.006378689751106451,0.003990847002616218
2007-05-31,0.006481824930660187,0.003993951456826507
2007-06-01,0.006389442536334565,0.00398505215141804
2007-06-04,0.006127264206852135,0.003947833444497233
2007-06-05,0.0060500853672201815,0.00395051583572732
2007-06-06,0.006101502090946807,0.003948044248917048
2007-06-07,0.005309477900570355,0.004080922363127577
2007-06-08,0.004395194381755058,0.004347189333230993
2007-06-11,0.005385670782520665,0.004424424704360344
2007-06-12,0.005540148271513478,0.004381427079223257
2007-06-13,0.00487326107172013,0.004464328366830575
2007-06-14,0.005205247010868511,0.004464263403923169
2007-06-15,0.0053193921409210474,0.004483103251235238
2007-06-18,0.005656911134621573,0.00452587316829785
2007-06-19,0.005779695113926158,0.004510405502657521
2007-06-20,0.0058797370641700064,0.004512598011183647
2007-06-21,0.005168355016959861,0.004530153881488512
2007-06-22,0.005318586108074126,0.0045195152798195885
2007-06-25,0.004677366293401027,0.004464750336214403
2007-06-26,0.0043293389463582195,0.0044788229741939325
2007-06-27,0.0040228583143904475,0.004499883774608539
2007-06-28,0.004157250481956539,0.004517583747584704
2007-06-29,0.004019677832430954,0.004508374086931858
2007-07-02,0.0044746464376617,0.004569171414590778
2007-07-03,0.004837428089912196,0.004609510418274153
2007-07-05,0.004937394815062298,0.004604076063796474
2007-07-06,0.0049447153422602485,0.004603846236552115
2007-07-09,0.0051074459194530054,0.004606503022213784
2007-07-10,0.004973424149359177,0.004594272552222571
2007-07-11,0.004653899577942722,0.004594358113209825
2007-07-12,0.005091211777082363,0.004562060720377116
2007-07-13,0.005392039817734958,0.004599340058405744
2007-07-16,0.005257355626667317,0.004607099739252987
2007-07-17,0.0054186775143529355,0.004607016224968192
2007-07-18,0.004869800879465921,0.004598954050208294
2007-07-19,0.004696101261162397,0.004627164587646749
2007-07-20,0.005023850730718454,0.00464105986071025
2007-07-23,0.005060304045828648,0.004635164084758131
2007-07-24,0.004726694685860295,0.004659455596804575
2007-07-25,0.0038694989453617163,0.00462771545339132
2007-07-26,0.0034301927635071844,0.0046650930155889645
2007-07-27,0.002491977428592538,0.004953772698009833
2007-07-30,0.002409738819211434,0.004962761566764857
2007-07-31,0.002831671028321259,0.005092218929207499
2007-08-01,0.0026668005536354842,0.005071166192779238
2007-08-02,0.002711178757521258,0.005069132506398298
2007-08-03,0.002756457367115941,0.005067442688779003
2007-08-06,0.002635617449189771,0.005084162122474414
2007-08-07,0.00287242513655563,0.005117244534243294
2007-08-08,0.0027910950404316367,0.005114608022128349
2007-08-09,0.003387734893018311,0.005211616851706627
2007-08-10,0.0025531728075776196,0.005188800483758194
2007-08-13,0.001311342547080676,0.00554944163502268
2007-08-14,0.0012865054576778653,0.005550547854182953
2007-08-15,0.0008245449081792126,0.005640015572972643
2007-08-16,0.00024812948800687795,0.005669072179376972
2007-08-17,0.0003745076952198676,0.005665334279086518
2007-08-20,0.0008714966286868334,0.005763617391058057
2007-08-21,0.0008406899583188921,0.0057614507705913715
2007-08-22,0.0008139124759813253,0.005763263666135993
2007-08-23,0.0015183215251061135,0.005910291530661564
2007-08-24,0.001424847619338534,0.005911692547133166
2007-08-27,0.001701749133349171,0.005974262337034444
2007-08-28,0.0013378421419578364,0.0059418985727790145
2007-08-29,0.0009252428314522723,0.006041579793840786
2007-08-30,0.0018019028055313168,0.006095666980734571
2007-08-31,0.001447591420253569,0.006120782868294797
2007-09-04,0.0015676041635235324,0.0061404082705616495
2007-09-05,0.0020541824932211765,0.006189626315351135
2007-09-06,0.001739651374928318,0.006229270742085697
2007-09-07,0.0015645075401284447,0.0062209426455128915
2007-09-10,0.0012858099343959668,0.006222694513728044
2007-09-11,0.0010637877151768696,0.006234935639777425
2007-09-12,0.0012813976485906212,0.006266206169896793
2007-09-13,0.0017124703077883898,0.006261149057070652
2007-09-14,0.0016267553520366382,0.00625278719268432
2007-09-17,0.0011797922865810807,0.006252853664110679
2007-09-18,0.0007427419244958269,0.006271041328531012
2007-09-19,0.001552519198376032,0.006493189739080539
2007-09-20,0.0021607923898303975,0.006499526360371301
2007-09-21,0.0019343282884632363,0.006500876507004041
2007-09-24,0.0019884189400929046,0.006505403770857693
2007-09-25,0.0023551938134223384,0.0064399904844649495
2007-09-26,0.0022301106857988955,0.006434499166130781
2007-09-27,0.0024988441573252714,0.0064130451280584875
2007-09-28,0.0025705747212739407,0.0064168521030019176
2007-10-01,0.0025891546069788645,0.006419511914863691
2007-10-02,0.002970289572300546,0.006457577749309798
2007-10-03,0.002978924742854546,0.0064576525778562354
2007-10-04,0.0026371976187020657,0.006471350426107079
2007-10-05,0.0027640592084579065,0.0064722406912663955
2007-10-08,0.0030418614126253365,0.00645429111900798
2007-10-09,0.0029759328368904603,0.00645985790273556
2007-10-10,0.0032151551895939923,0.006487899305503746
2007-10-11,0.0033768511715736786,0.006478313000881954
2007-10-12,0.003274667832312036,0.006471739443674621
2007-10-15,0.0028722774544695153,0.00643062408826064
2007-10-16,0.002825639541820821,0.006431271444523822
2007-10-17,0.0020947941148528183,0.006510314216458188
2007-10-18,0.002450722224165784,0.006525334787609308
2007-10-19,0.0026292045832058287,0.006557761624663234
2007-10-22,0.0021690065185264932,0.0067027510232901995
2007-10-23,0.00159970172708624,0.006684341264879194
2007-10-24,0.002129493532596463,0.006727250446953237
2007-10-25,0.0022600854172985575,0.006712364256336239
2007-10-26,0.002626959815272457,0.006712184791334626
2007-10-29,0.0029147928747438553,0.006751139386646188
2007-10-30,0.002663548346897745,0.006732224426081134
2007-10-31,0.0021850070163819527,0.006720844288407136
2007-11-01,0.002513813466302047,0.006766152681682456
2007-11-02,0.0017261661976023604,0.006922258369367449
2007-11-05,0.0018743340862330006,0.006924772196596458
2007-11-06,0.0012630662526140024,0.006921020323033062
2007-11-07,0.0018909777751321588,0.007036771036469405
2007-11-08,0.0016385737328265162,0.007099168476069941
2007-11-09,0.001925373219264046,0.007111410753046056
2007-11-12,0.0013842276567410218,0.007253696929588316
2007-11-13,0.0008357888876053318,0.007294557114969987
2007-11-14,0.0014138158825557903,0.00751952733508424
2007-11-15,0.001444464696666084,0.007522070001746576
2007-11-16,0.000991459722587687,0.007515710943246172
2007-11-19,0.0011565528502165163,0.007505513780068098
2007-11-20,0.00043739569169833813,0.00784243342075694
2007-11-21,0.0007472668541946333,0.007917332813589233
2007-11-23,-2.7826951514108256e-05,0.008099412452617367
2007-11-26,0.0010021005198968707,0.00837583977385925
2007-11-27,0.0022302816394661772,0.007571330796333673
2007-11-28,0.0025535367365848716,0.007678572268254575
2007-11-29,0.0034436241456113916,0.00779572464118171
2007-11-30,0.0034639536378711856,0.007795243806114292
2007-12-03,0.003939498464323121,0.007717421509642469
2007-12-04,0.0028783376346706692,0.007600317950023496
2007-12-05,0.0026165615909224853,0.007570305440286356
2007-12-06,0.0025408302426418675,0.007563561641165777
2007-12-07,0.0029431258118410688,0.007566689518826904
2007-12-10,0.0027524872350147074,0.007550506361546973
2007-12-11,0.00363929140176504,0.007479631100867006
2007-12-12,0.003087123686675338,0.007603716661550362
2007-12-13,0.003397133805421578,0.007621814024885815
2007-12-14,0.0025282106163211676,0.007710973921236041
2007-12-17,0.0014638421755415335,0.00787253173568054
2007-12-18,0.0005382980746198612,0.007903786504651596
2007-12-19,0.0,1e-08
2007-12-20,0.0,1e-08
2007-12-21,-0.0005815117856920254,0.00784013810540201
2007-12-24,0.0,1e-08
2007-12-26,0.0,1e-08
2007-12-27,0.0005976446312701384,0.007800442657465514
2007-12-28,0.00042202105496607115,0.007775247489114186
2007-12-31,0.0010577633430187455,0.007819694946277699
2008-01-02,0.0004380657418109743,0.007853670445821014
2008-01-03,0.00023140281818146783,0.007837745616858561
2008-01-04,0.0002557159767502071,0.007838266832853897
2008-01-07,0.0,1e-08
2008-01-08,0.0,1e-08
2008-01-09,0.0,1e-08
2008-01-10,0.0,1e-08
2008-01-11,0.0,1e-08
2008-01-14,0.0,1e-08
2008-01-15,0.0,1e-08
2008-01-16,0.0,1e-08
2008-01-17,0.0,1e-08
2008-01-18,0.0,1e-08
2008-01-22,0.0,1e-08
2008-01-23,0.0,1e-08
2008-01-24,0.0,1e-08
2008-01-25,0.0,1e-08
2008-01-28,0.0,1e-08
2008-01-29,0.0,1e-08
2008-01-30,0.0,1e-08
2008-01-31,0.0,1e-08
2008-02-01,0.0,1e-08
2008-02-04,0.0,1e-08
2008-02-05,0.0,1e-08
2008-02-06,0.0,1e-08
2008-02-07,0.0,1e-08
2008-02-08,0.0,1e-08
2008-02-11,0.0,1e-08
2008-02-12,0.0,1e-08
2008-02-13,0.0,1e-08
2008-02-14,0.0,1e-08
2008-02-15,0.0,1e-08
2008-02-19,0.0,1e-08
2008-02-20,0.0,1e-08
2008-02-21,0.0,1e-08
2008-02-22,0.0,1e-08
2008-02-25,0.0,1e-08
